time,open,high,low,close,volume
2023-07-21 18:00:00,1969.202,1969.294,1964.108,1964.163,0.0
2023-07-21 18:30:00,1964.149,1965.833,1963.458,1963.862,0.0
2023-07-21 19:00:00,1963.869,1963.869,1958.742,1961.061,0.0
2023-07-21 19:30:00,1961.083,1961.736,1959.824,1960.066,0.0
2023-07-24 13:30:00,1961.038,1973.318,1960.484,1962.103,0.0
2023-07-24 14:00:00,1962.149,1963.095,1960.11,1961.005,0.0
2023-07-24 14:30:00,1960.962,1961.298,1958.476,1959.647,0.0
2023-07-24 15:00:00,1959.669,1961.84,1958.326,1961.522,0.0
2023-07-24 15:30:00,1961.522,1964.709,1960.79,1964.709,0.0
2023-07-24 16:00:00,1964.732,1966.778,1963.239,1964.605,0.0
2023-07-24 16:30:00,1964.619,1965.9,1963.932,1965.9,0.0
2023-07-24 17:00:00,1965.885,1966.934,1964.464,1966.541,0.0
2023-07-24 17:30:00,1966.566,1967.455,1965.71,1965.756,0.0
2023-07-24 18:00:00,1965.751,1968.035,1965.751,1967.024,0.0
2023-07-24 18:30:00,1966.997,1966.997,1963.879,1965.031,0.0
2023-07-24 19:00:00,1965.026,1965.026,1962.248,1962.248,0.0
2023-07-24 19:30:00,1962.217,1966.129,1962.0,1965.665,0.0
2023-07-25 13:30:00,1963.62,1968.786,1961.418,1964.435,0.0
2023-07-25 14:00:00,1964.457,1974.494,1964.457,1973.439,0.0
2023-07-25 14:30:00,1973.401,1974.368,1971.396,1972.989,0.0
2023-07-25 15:00:00,1973.032,1973.369,1969.93,1971.658,0.0
2023-07-25 15:30:00,1971.712,1972.723,1969.447,1970.131,0.0
2023-07-25 16:00:00,1970.154,1972.147,1970.154,1970.97,0.0
2023-07-25 16:30:00,1970.951,1972.082,1970.606,1972.082,0.0
2023-07-25 17:00:00,1972.112,1972.898,1971.149,1972.615,0.0
2023-07-25 17:30:00,1972.614,1974.311,1972.614,1974.311,0.0
2023-07-25 18:00:00,1974.311,1975.789,1973.861,1975.789,0.0
2023-07-25 18:30:00,1975.804,1976.933,1970.302,1970.498,0.0
2023-07-25 19:00:00,1970.576,1971.258,1968.798,1969.806,0.0
2023-07-25 19:30:00,1969.865,1969.865,1965.65,1965.908,0.0
2023-07-26 13:30:00,1964.574,1978.624,1962.486,1977.907,0.0
2023-07-26 14:00:00,1977.86,1977.86,1974.901,1977.43,0.0
