time,open,high,low,close,volume
2023-06-20 17:30:00,1867.058,1867.582,1865.41,1865.852,0.0
2023-06-20 18:30:00,1865.838,1868.969,1863.694,1868.969,0.0
2023-06-20 19:30:00,1869.002,1870.123,1866.699,1866.699,0.0
2023-06-21 13:30:00,1862.389,1862.574,1855.082,1862.117,0.0
2023-06-21 14:30:00,1862.278,1864.169,1856.635,1860.504,0.0
2023-06-21 15:30:00,1860.537,1863.709,1859.612,1863.59,0.0
2023-06-21 16:30:00,1863.627,1865.0,1860.803,1861.728,0.0
2023-06-21 17:30:00,1861.735,1872.924,1861.735,1872.924,0.0
2023-06-21 18:30:00,1872.937,1873.959,1868.709,1868.728,0.0
2023-06-21 19:30:00,1868.71,1868.71,1862.843,1862.863,0.0
2023-06-22 13:30:00,1860.025,1860.025,1843.917,1852.758,0.0
2023-06-22 14:30:00,1852.791,1853.49,1844.308,1845.308,0.0
2023-06-22 15:30:00,1845.407,1850.611,1845.407,1849.12,0.0
2023-06-22 16:30:00,1849.121,1850.807,1846.302,1849.119,0.0
2023-06-22 17:30:00,1849.112,1851.411,1849.075,1851.385,0.0
2023-06-22 18:30:00,1851.412,1852.98,1848.047,1848.047,0.0
2023-06-22 19:30:00,1848.023,1848.697,1846.406,1847.778,0.0
2023-06-23 13:30:00,1835.426,1836.699,1825.089,1833.998,0.0
2023-06-23 14:30:00,1834.028,1838.16,1828.011,1828.125,0.0
2023-06-23 15:30:00,1828.17,1831.372,1827.573,1831.372,0.0
2023-06-23 16:30:00,1831.429,1833.124,1830.53,1832.651,0.0
2023-06-23 17:30:00,1832.69,1834.068,1829.084,1829.084,0.0
2023-06-23 18:30:00,1829.048,1829.048,1818.809,1819.639,0.0
2023-06-23 19:30:00,1819.632,1822.634,1818.968,1821.367,0.0
2023-06-26 13:30:00,1821.338,1841.064,1819.795,1832.877,0.0
2023-06-26 14:30:00,1832.896,1832.896,1827.515,1828.472,0.0
2023-06-26 15:30:00,1828.435,1833.022,1826.744,1826.744,0.0
2023-06-26 16:30:00,1826.757,1830.891,1822.529,1830.57,0.0
2023-06-26 17:30:00,1830.587,1833.012,1830.151,1832.161,0.0
2023-06-26 18:30:00,1832.165,1836.136,1832.144,1834.655,0.0
2023-06-26 19:30:00,1834.658,1835.182,1823.455,1823.455,0.0
2023-06-27 13:30:00,1825.762,1833.4,1823.543,1833.177,0.0
2023-06-27 14:30:00,1833.174,1843.178,1833.174,1841.738,0.0
2023-06-27 15:30:00,1841.749,1846.722,1841.749,1846.692,0.0
2023-06-27 16:30:00,1846.691,1853.194,1846.637,1852.931,0.0
2023-06-27 17:30:00,1852.929,1854.777,1852.222,1852.884,0.0
2023-06-27 18:30:00,1852.899,1853.701,1850.582,1853.05,0.0
2023-06-27 19:30:00,1853.044,1855.109,1849.894,1850.187,0.0
2023-06-28 13:30:00,1847.601,1851.439,1842.299,1848.7,0.0
2023-06-28 14:30:00,1848.724,1853.619,1847.682,1850.796,0.0
2023-06-28 15:30:00,1850.837,1859.003,1850.837,1856.608,0.0
2023-06-28 16:30:00,1856.594,1857.2,1849.916,1854.405,0.0
2023-06-28 17:30:00,1854.441,1857.21,1853.431,1857.203,0.0
2023-06-28 18:30:00,1857.211,1857.526,1853.225,1856.57,0.0
2023-06-28 19:30:00,1856.553,1858.402,1856.264,1858.402,0.0
2023-06-29 13:30:00,1860.259,1883.339,1860.259,1882.291,0.0
2023-06-29 14:30:00,1882.368,1882.911,1878.072,1878.713,0.0
2023-06-29 15:30:00,1878.705,1880.929,1875.567,1880.695,0.0
2023-06-29 16:30:00,1880.694,1883.123,1878.769,1882.579,0.0
2023-06-29 17:30:00,1882.607,1883.771,1876.594,1879.812,0.0
2023-06-29 18:30:00,1879.799,1880.824,1878.834,1880.547,0.0
2023-06-29 19:30:00,1880.533,1881.847,1879.698,1881.335,0.0
2023-06-30 13:30:00,1889.195,1897.727,1889.195,1894.095,0.0
2023-06-30 14:30:00,1894.107,1895.63,1887.553,1890.278,0.0
2023-06-30 15:30:00,1890.321,1894.475,1889.69,1894.475,0.0
2023-06-30 16:30:00,1894.513,1898.399,1894.513,1896.344,0.0
2023-06-30 17:30:00,1896.345,1896.599,1895.305,1896.348,0.0
2023-06-30 18:30:00,1896.351,1897.286,1893.107,1893.682,0.0
2023-06-30 19:30:00,1893.699,1893.826,1888.741,1888.741,0.0
2023-07-03 13:30:00,1887.031,1898.604,1885.635,1896.789,0.0
2023-07-03 14:30:00,1896.954,1897.483,1891.61,1892.334,0.0
2023-07-03 15:30:00,1892.332,1893.131,1891.266,1891.926,0.0
2023-07-03 16:30:00,1891.946,1896.781,1891.535,1896.781,0.0
2023-07-05 13:30:00,1891.959,1891.959,1874.06,1877.944,0.0
2023-07-05 14:30:00,1877.958,1879.413,1875.053,1879.077,0.0
2023-07-05 15:30:00,1879.083,1881.786,1879.083,1880.244,0.0
2023-07-05 16:30:00,1880.244,1880.255,1877.038,1878.576,0.0
2023-07-05 17:30:00,1878.587,1880.76,1876.276,1876.96,0.0
2023-07-05 18:30:00,1876.955,1881.641,1876.955,1881.403,0.0
2023-07-05 19:30:00,1881.401,1881.423,1871.5,1874.164,0.0
2023-07-06 13:30:00,1867.126,1867.126,1830.743,1830.761,0.0
2023-07-06 14:30:00,1830.714,1830.714,1823.913,1824.955,0.0
2023-07-06 15:30:00,1824.955,1831.706,1824.873,1830.374,0.0
2023-07-06 16:30:00,1830.39,1838.452,1830.39,1837.525,0.0
2023-07-06 17:30:00,1837.523,1840.172,1837.333,1838.61,0.0
2023-07-06 18:30:00,1838.628,1843.256,1838.628,1842.331,0.0
2023-07-06 19:30:00,1842.312,1843.235,1838.579,1842.249,0.0
2023-07-07 13:30:00,1843.161,1862.607,1843.161,1862.601,0.0
2023-07-07 14:30:00,1862.506,1872.294,1860.808,1872.294,0.0
2023-07-07 15:30:00,1872.327,1873.267,1869.056,1871.641,0.0
2023-07-07 16:30:00,1871.639,1878.897,1871.608,1877.903,0.0
2023-07-07 17:30:00,1877.923,1878.07,1873.678,1875.766,0.0
2023-07-07 18:30:00,1875.78,1875.908,1872.332,1872.428,0.0
2023-07-07 19:30:00,1872.412,1873.17,1861.05,1865.149,0.0
2023-07-10 13:30:00,1862.212,1889.644,1860.417,1887.237,0.0
2023-07-10 14:30:00,1887.233,1889.968,1883.926,1886.162,0.0
2023-07-10 15:30:00,1886.165,1888.985,1885.156,1888.985,0.0
2023-07-10 16:30:00,1888.991,1889.556,1886.93,1889.501,0.0
2023-07-10 17:30:00,1889.512,1892.974,1889.512,1892.968,0.0
2023-07-10 18:30:00,1892.975,1892.975,1890.872,1891.749,0.0
2023-07-10 19:30:00,1891.75,1894.994,1890.875,1894.994,0.0
2023-07-11 13:30:00,1899.259,1909.36,1895.881,1909.066,0.0
2023-07-11 14:30:00,1908.99,1908.99,1900.787,1901.284,0.0
2023-07-11 15:30:00,1901.291,1904.927,1900.81,1902.535,0.0
2023-07-11 16:30:00,1902.547,1904.744,1902.521,1904.74,0.0
2023-07-11 17:30:00,1904.728,1905.826,1903.727,1905.416,0.0
2023-07-11 18:30:00,1905.419,1911.407,1905.343,1911.16,0.0
2023-07-11 19:30:00,1911.164,1915.184,1909.887,1913.38,0.0
2023-07-12 13:30:00,1931.831,1944.232,1931.278,1933.652,0.0
2023-07-12 14:30:00,1933.685,1940.108,1933.593,1939.236,0.0
2023-07-12 15:30:00,1939.223,1940.021,1931.981,1933.321,0.0
2023-07-12 16:30:00,1933.321,1939.54,1933.306,1939.367,0.0
2023-07-12 17:30:00,1939.356,1941.282,1939.257,1940.879,0.0
2023-07-12 18:30:00,1940.873,1941.224,1934.789,1935.102,0.0
2023-07-12 19:30:00,1935.1,1938.807,1932.49,1933.359,0.0
