symbol,time,open,high,low,close,volume
IC MARKETS:10012,2023-08-21 13:00:00,1860.79,1866.53,1844.13,1850.38,49448.0
IC MARKETS:10012,2023-08-21 17:00:00,1850.33,1861.33,1848.63,1856.08,24258.0
IC MARKETS:10012,2023-08-21 21:00:00,1855.94,1856.64,1852.74,1855.44,3724.0
IC MARKETS:10012,2023-08-22 01:00:00,1855.49,1857.39,1853.19,1855.64,7102.0
IC MARKETS:10012,2023-08-22 05:00:00,1855.69,1863.9,1854.39,1863.4,12260.0
IC MARKETS:10012,2023-08-22 09:00:00,1863.45,1870.25,1862.3,1864.25,11820.0
IC MARKETS:10012,2023-08-22 13:00:00,1864.1,1869.44,1846.14,1850.04,47834.0
IC MARKETS:10012,2023-08-22 17:00:00,1849.99,1857.84,1845.59,1852.69,29236.0
IC MARKETS:10012,2023-08-22 21:00:00,1853.15,1856.4,1853.05,1856.4,3474.0
IC MARKETS:10012,2023-08-23 01:00:00,1856.35,1859.6,1855.9,1858.85,6244.0
IC MARKETS:10012,2023-08-23 05:00:00,1858.8,1864.31,1858.0,1862.31,12472.0
IC MARKETS:10012,2023-08-23 09:00:00,1862.41,1863.21,1850.21,1851.56,14422.0
IC MARKETS:10012,2023-08-23 13:00:00,1851.46,1873.45,1847.75,1870.8,41256.0
IC MARKETS:10012,2023-08-23 17:00:00,1870.75,1875.0,1867.65,1873.25,25224.0
IC MARKETS:10012,2023-08-23 21:00:00,1874.31,1874.31,1870.01,1872.91,5014.0
IC MARKETS:10012,2023-08-24 01:00:00,1872.81,1876.81,1871.46,1876.76,6900.0
IC MARKETS:10012,2023-08-24 05:00:00,1876.91,1879.37,1870.42,1870.62,14410.0
IC MARKETS:10012,2023-08-24 09:00:00,1870.52,1871.87,1864.27,1866.77,16540.0
IC MARKETS:10012,2023-08-24 13:00:00,1866.67,1876.56,1849.76,1853.41,54254.0
IC MARKETS:10012,2023-08-24 17:00:00,1853.51,1854.21,1843.11,1846.16,32522.0
IC MARKETS:10012,2023-08-24 21:00:00,1847.22,1850.22,1846.32,1849.82,6012.0
IC MARKETS:10012,2023-08-25 01:00:00,1849.87,1850.32,1846.77,1847.12,9044.0
IC MARKETS:10012,2023-08-25 05:00:00,1847.22,1854.43,1845.72,1854.18,15068.0
IC MARKETS:10012,2023-08-25 09:00:00,1854.23,1859.03,1850.68,1856.83,13424.0
IC MARKETS:10012,2023-08-25 13:00:00,1856.78,1862.02,1828.92,1851.12,62404.0
IC MARKETS:10012,2023-08-25 17:00:00,1851.07,1863.37,1844.92,1851.97,36982.0
IC MARKETS:10012,2023-08-27 21:00:00,1855.27,1857.37,1853.72,1854.32,5212.0
IC MARKETS:10012,2023-08-28 01:00:00,1854.47,1857.17,1854.37,1854.92,7882.0
IC MARKETS:10012,2023-08-28 05:00:00,1854.97,1859.38,1854.22,1854.98,8930.0
IC MARKETS:10012,2023-08-28 09:00:00,1854.88,1860.98,1853.03,1860.78,7380.0
